objectid,iso3cd,romnam,maplab,contcd,stscod,typ005,typ025,del025,isoclr,globalid,st_area_sh,st_length_
682,BFA,Burkina Faso,BURKINA FASO,AFR,1,0,0,0,BFA,{10CD2FC3-EFCD-4D5D-8829-9217CD5B825A},22.707745177,33.2902800159
683,BGD,Bangladesh,BANGLADESH,ASI,1,2,2,0,BGD,{3FE5157D-6FE5-4090-A4EC-FF893C8470EF},12.3833870986,98.443185734
684,BGR,Bulgaria,BULGARIA,EUR,1,0,0,0,BGR,{63CF4DB3-E307-4EA2-B26F-93B58956D51A},12.2156103891,24.1150790687
685,BHR,Bahrain,BAHRAIN,ASI,1,1,1,0,BHR,{67C5AB70-FD93-4013-A936-59B7338C5D85},0.0607156275066,2.7126194537
686,BHS,Bahamas,BAHAMAS,AME,1,1,1,0,BHS,{0D50CD84-0CEA-4353-9A66-1AF1D345EF99},1.18656831723,65.0068308533
687,BIH,Bosnia and Herzegovina,BOSNIA AND HERZEGOVINA,EUR,1,0,0,0,BIH,{E9A300BE-33CC-45BC-B9D0-3C7543D59AE5},5.76163661616,17.091965802
688,BLM,Saint Barthélemy,Saint Barthélemy (Fr.),AME,4,1,0,0,FRA,{583E5F37-BEDC-4EE6-B2CA-A10434F11599},0.00184800139609,0.247875626213
689,BLR,Belarus,BELARUS,EUR,1,0,0,0,BLR,{0B4766FE-AA44-4FA0-BC73-76754731659A},28.1476258074,43.4724827905
690,BLZ,Belize,BELIZE,AME,1,2,2,0,BLZ,{18DB8565-8969-4959-8581-5B1339B2E807},1.88183232297,14.5317544919
691,BMU,Bermuda,Bermuda *,AME,3,1,1,0,GBR,{3FC0FA3C-8A52-4F0D-9BC1-42949645B075},0.00607248266361,1.2652697355
692,BOL,Bolivia (Plurinational State of),BOLIVIA (PLURINATIONAL STATE OF),AME,1,0,0,0,BOL,{45759BCF-58F0-4811-9BB1-3E675B09B1EF},91.9630776633,65.0427334125
693,BRA,Brazil,BRAZIL,AME,1,2,2,0,BRA,{8F56B90A-827A-4D8E-8D1F-B0A0AA4F108A},708.010561257,324.699302512
799,MCO,Monaco,MONACO,EUR,1,0,0,0,MCO,{1BF55EA5-ECB8-4D27-A3B5-4BEE450BE841},0.000277163705838,0.0866595860667
800,MDA,Republic of Moldova,REPUBLIC OF MOLDOVA,EUR,1,0,0,0,MDA,{D1A8A8FC-1923-448B-9C04-6986D22ED31A},4.01928631056,21.1616626394
694,BRB,Barbados,BARBADOS,AME,1,1,0,0,BRB,{A49520C9-C563-4893-8D4D-32032AA5C7C4},0.0366313254344,0.824962990495
695,BRN,Brunei Darussalam,BRUNEI DARUSSALAM,ASI,1,0,0,0,BRN,{7E5E2B9E-64E3-4932-970A-3972783E2761},0.480698816681,6.18418768663
696,BTN,Bhutan,BHUTAN,ASI,1,0,0,0,BTN,{BCAA3C98-913E-4B25-AFB2-5B9B19F84F12},3.53022931088,10.8888088962
697,BVT,Bouvet Island,Bouvet Island,AFR,4,1,0,0,NOR,{8C9DDFC7-E123-42B5-8C3F-880263EF4820},0.00674068613651,0.366430870699
698,BWA,Botswana,BOTSWANA,AFR,1,0,0,0,BWA,{2820A770-7D92-440E-8913-801BFD8D7158},50.6534368807,39.4675265455
699,CAF,Central African Republic,CENTRAL AFRICAN REPUBLIC,AFR,1,0,0,0,CAF,{F42CA988-A097-4CCD-8778-F6242F8E3DA4},50.6971306267,50.0049301146
700,CAN,Canada,CANADA,AME,1,2,2,0,CAN,{37B424A5-BCBC-41F9-A79B-C53911977848},1697.77295514,3673.90474487
701,CCK,Cocos (Keeling) Islands,Cocos (Keeling) Is. (Aust.),OCE,4,1,1,0,AUS,{BB25D6B7-8086-49BF-A3E1-6D9B7212395F},0.00149759269344,0.59444729462
702,CHE,Switzerland,SWITZERLAND,EUR,1,0,0,0,CHE,{E016BF62-CC03-43E6-A5CD-572A8AB4CA1A},4.86568315462,19.7478001897
703,CHL,Chile,CHILE,AME,1,2,2,0,CHL,{63A6B8F7-31D3-4CE9-A6CE-5013D7944E00},78.7843437916,698.615945632
704,CHN,China,CHINA,ASI,1,2,2,0,CHN,{EAB5E1EC-0FEF-4573-90DA-59CAA04EB493},949.042874968,450.266138335
705,CIV,Côte d'Ivoire,CÔTE D'IVOIRE,AFR,1,0,0,0,CIV,{8BE0F857-1E7D-42D9-A004-0B249ECE2329},26.3693356819,35.9272270651
706,CMR,Cameroon,CAMEROON,AFR,1,0,0,0,CMR,{E1C5F6D4-5E9B-4D6D-BBF6-64C3BD251EFF},38.0173493288,49.9766395279
707,COD,Democratic Republic of the Congo,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,1,0,0,0,COD,{258B40CB-D1F5-4D2C-84E4-B24DFA84B787},190.049201715,97.9989099955
708,COG,Congo,CONGO,AFR,1,0,0,0,COG,{6960FFF9-1DF9-4E36-A016-493B0D922ADA},27.8415587364,47.6406707176
717,CYM,Cayman Islands,Cayman Islands *,AME,3,1,1,0,GBR,{B432CBB2-1656-44D7-9D8F-12B5ED0491D0},0.0238872323589,1.80672056854
718,CYP,Cyprus,CYPRUS,EUR,1,2,0,0,CYP,{E1E98E5A-10EF-419E-BABC-F3C8DF77C9DC},0.888525300894,8.0330350773
719,CZE,Czechia,CZECHIA,EUR,1,0,0,0,CZE,{0D48B050-CB9E-47C4-B9C8-77BE78FCA311},9.83834959213,24.3359826003
720,DEU,Germany,GERMANY,EUR,1,0,0,0,DEU,{6A687BF8-C1A3-4581-B078-633D7F3748EB},45.9455925568,83.4454883909
721,DJI,Djibouti,DJIBOUTI,AFR,1,2,2,0,DJI,{A8DC4294-6A80-4FFA-AA7B-4ED598D51F89},1.79742689493,8.80833300498
782,KNA,Saint Kitts and Nevis,SAINT KITTS AND NEVIS,AME,1,1,1,0,KNA,{DC1A2339-434C-49BA-9EA7-B22227A647C3},0.0234343795725,1.05427379214
783,KOR,Republic of Korea,REPUBLIC OF KOREA,ASI,1,2,2,0,KOR,{4EE8A246-90F1-4F0C-91C0-57B1854F62BD},10.1012053622,84.7525603065
709,COK,Cook Islands,COOK ISLANDS,OCE,1,1,1,0,NZL,{C382A129-E6C5-4DED-817B-C9E4CB5ABDC0},0.0214327680244,3.10802679235
710,COL,Colombia,COLOMBIA,AME,1,2,2,0,COL,{8A168190-12E2-4C5B-B56F-8A88165394BA},92.8220804972,90.6042285985
711,COM,Comoros,COMOROS,AFR,1,1,1,0,COM,{8E425028-6DBE-469B-9478-DF649D1CBD51},0.137145609867,4.11706709456
712,CPV,Cabo Verde,CABO VERDE,AFR,1,1,1,0,CPV,{BAD459DB-4146-4432-93CA-BA488F1F42AC},0.343070022704,9.7415945469
713,CRI,Costa Rica,COSTA RICA,AME,1,2,2,0,CRI,{7BA1BD51-79BC-441D-B105-3864055B758D},4.21888269234,21.9163665888
714,CUB,Cuba,CUBA,AME,1,1,1,0,CUB,{A1D4B0A8-2FAF-44C0-B15A-DBD2B7A605FD},9.66511136803,86.9729516865
715,CUW,Curaçao,Curaçao (Neth.),EUR,4,1,1,0,NLD,{97960D0F-5579-4CDE-8CCB-C7CBE3D43469},0.0371499565839,1.32133757842
716,CXR,Christmas Island,Christmas Island (Aust.),OCE,4,1,0,0,AUS,{AA844E0C-FB8F-41E3-AE96-5E2B31B84F7D},0.0113287901132,0.644466199962
741,GBR,United Kingdom,United Kingdom,EUR,1,2,2,0,GBR,{D18502BE-32A7-491C-859B-6AAFB0F7A566},31.7600131452,202.03777182
742,GEO,Georgia,GEORGIA,EUR,1,0,0,0,GEO,{771E7928-99C8-415A-ACA1-EB6AB0DEF0DA},7.59021251101,22.6571814272
784,KWT,Kuwait,KUWAIT,ASI,1,2,2,0,KWT,{F1B4ADB7-EBF7-43BF-BCBA-FB4BDEB0AEBF},1.61078835081,10.3895997268
785,LAO,Lao People's Democratic Republic,LAO PEOPLE'S DEMOCRATIC REPUBLIC,ASI,1,0,0,0,LAO,{87C313F2-C91C-472F-A259-587D41BFDF51},19.7233211981,45.3514140947
786,LBN,Lebanon,LEBANON,ASI,1,0,0,0,LBN,{6089A976-2694-418B-B9E2-C689B02F7ABF},0.99607431474,7.5368643844
787,LBR,Liberia,LIBERIA,AFR,1,0,0,0,LBR,{DA16C603-BE22-47B1-9D5F-7507FEDE543E},7.84468223131,21.1725304297
788,LBY,Libya,LIBYA,AFR,1,0,0,0,LBY,{B95D74C4-6CCB-428E-9E76-5B5AF0452CA4},147.24501421,60.1529112173
801,MDG,Madagascar,MADAGASCAR,AFR,1,0,0,0,MDG,{911F02C9-ADD0-4692-BA74-6B83F8845988},50.9664241224,78.1513044817
722,DMA,Dominica,DOMINICA,AME,1,1,1,0,DMA,{3F003A90-86D0-414F-B5EB-25CB84ADC2E6},0.0632561890689,1.32735782646
723,DNK,Denmark,DENMARK,EUR,1,2,2,0,DNK,{2D10E0B2-591B-499A-991D-B077437B2306},6.20213559311,71.0934494022
724,DOM,Dominican Republic,DOMINICAN REPUBLIC,AME,1,2,2,0,DOM,{845ED0DB-C696-4EC0-AC16-26F3094F73E7},4.13203471107,16.8984411781
725,DZA,Algeria,ALGERIA,AFR,1,0,0,0,DZA,{647E340A-B91D-492E-90AE-9641CC5EFE53},212.622535708,76.4132597328
726,ECU,Ecuador,ECUADOR,AME,1,2,2,0,ECU,{44F0494C-E0CF-4663-9818-11D21F34D06F},20.8511412597,45.1527676368
727,EGY,Egypt,EGYPT,AFR,1,0,0,0,EGY,{C9659DDB-596F-4993-B332-AAB8FA3ED7DA},89.0088804524,66.4845301739
728,ERI,Eritrea,ERITREA,AFR,1,2,2,0,ERI,{EFE9B0CA-B1E3-409D-A69D-1D4463031FA2},10.1379220392,40.8458486167
729,ESH,Western Sahara,Western Sahara *,AFR,3,0,0,0,ESH,{FAC868CD-F8B8-42FD-8DE2-B015F61A1772},23.9688517723,29.4271207168
730,ESP,Spain,SPAIN,EUR,1,0,2,0,ESP,{3A530738-36A2-45A5-BAB9-9A85CC9CD109},53.5614585932,82.0662535055
731,EST,Estonia,ESTONIA,EUR,1,2,2,0,EST,{7FEB9C98-9C7C-4FBC-9A6E-E43D2220F548},7.02076368892,35.6785071366
732,ETH,Ethiopia,ETHIOPIA,AFR,1,2,0,0,ETH,{ED96218A-39D1-4E16-B0AC-40AB927D0818},92.8420739865,50.5703615246
733,FIN,Finland,FINLAND,EUR,1,2,2,0,FIN,{3B61B444-1547-4D3F-A8B9-9FC8D875213F},62.6966729731,153.541004894
734,FJI,Fiji,FIJI,OCE,1,1,1,0,FJI,{A9818C3F-D738-4E9A-8CFC-15D5431D369A},1.59978288711,39.1099837348
735,FLK,Falkland Islands (Malvinas),Falkland Islands (Malvinas) *,AME,3,1,1,0,GBR,{D7B071D2-B9F7-47A8-B2BD-783BB438BEE1},1.56620622068,55.1210406493
736,FRA,France,FRANCE,EUR,1,0,2,0,FRA,{8146E1A3-739F-4189-B580-0FD9740F7A0B},64.4748242479,93.5978319609
743,GGY,Guernsey,Guernsey (UK),EUR,4,1,1,0,GBR,{ABBA044C-DAE5-4F54-9473-FE12D969E86A},0.00994164876211,0.946706822943
744,GHA,Ghana,GHANA,AFR,1,0,0,0,GHA,{2B4CB553-E739-4057-93C9-FEE7A699C57E},19.5907229,25.6094134996
745,GIB,Gibraltar,Gibraltar *,EUR,3,0,0,0,GBR,{70FF15B9-7E38-45DE-AF1D-7C1389A3E57C},0.000571980621613,0.117739397738
746,GIN,Guinea,GUINEA,AFR,1,2,2,0,GIN,{DD01AEE1-CB21-4319-9712-ED9A62BAD164},20.2389884803,43.3581121356
765,IMN,Isle of Man,Isle of Man (UK),EUR,4,1,1,0,GBR,{F877931D-0137-435B-A1D9-4A4DDF22E07A},0.0789799559854,1.70950607045
766,IND,India,INDIA,ASI,1,2,2,0,IND,{102BB349-C594-4505-974C-8D9DF15012CA},261.736519048,222.862289147
767,IRL,Ireland,Ireland,EUR,1,2,2,0,IRL,{BB215BED-1C19-4873-B049-2559ADE6E797},9.39375429856,80.697341944
737,FRO,Faroe Islands,Faroe Islands (Denmark),EUR,4,1,1,0,DNK,{9CE18CDF-3082-4290-AFE4-B64BDBE3D796},0.243134962209,12.5905015357
738,FSM,Micronesia (Federated States of),MICRONESIA (FEDERATED STATES OF),OCE,1,1,1,0,FSM,{402C77D7-500F-4D87-B9AD-6BC922A25EF5},0.0567005592651,6.2750454025
739,GAB,Gabon,GABON,AFR,1,2,2,0,GAB,{B04E77B0-E459-477A-BC45-609355E3216E},21.375106534,36.9154644752
740,GBR,Northern Ireland (United Kingdom),Northern Ireland (United Kingdom),EUR,1,2,2,0,GBR,{BD2186BC-8D8B-4341-9B9C-D83522FB1A87},1.96632003364,13.691885442
747,GLP,Guadeloupe,Guadeloupe (Fr.),AME,4,1,1,0,FRA,{32355BF9-4552-4D48-84DD-7638B2A115EB},0.141749829513,3.57226949906
748,GMB,Gambia,GAMBIA,AFR,1,0,0,0,GMB,{9F85D820-A2EA-40D6-AEC2-396B48BB2602},0.900860308987,10.428117881
749,GNB,Guinea-Bissau,GUINEA-BISSAU,AFR,1,2,2,0,GNB,{D230AFAC-FA3D-4FC1-8374-FF9E8C8B076C},2.8176026099,26.5540286755
752,GRD,Grenada,GRENADA,AME,1,1,1,0,GRD,{70A745F4-3499-49ED-8E52-04FAE37B5744},0.0303819506167,1.35347516114
753,GRL,Greenland,Greenland (Denmark),--,4,2,2,0,DNK,{96714998-5AD8-4939-B3A6-DDA7F6CF49ED},662.855215626,1359.45717455
754,GTM,Guatemala,GUATEMALA,AME,1,0,0,0,GTM,{DE956201-1406-4D78-BE8D-E72FAEC95ACB},9.18434510129,19.2422069842
755,GUF,French Guiana,French Guiana (Fr.),AME,4,2,2,0,FRA,{C6A1B7ED-1ACE-489C-84E5-0C4DFA5F68AE},6.80970465561,15.0763616617
768,IRN,Iran (Islamic Republic of),IRAN (ISLAMIC REPUBLIC OF),ASI,1,2,2,0,IRN,{A84EEC40-3B1D-497B-886A-8C322CFC7632},161.811714896,97.1591653912
769,IRQ,Iraq,IRAQ,ASI,1,2,0,0,IRQ,{FDF7581A-CC9B-4B71-95D7-3CF2B21D610A},42.2115137176,37.5776503448
770,ISL,Iceland,ICELAND,EUR,1,2,1,0,ISL,{D9FF79FE-E13E-4CFC-8B31-EDACE1E0D68C},19.5130190302,81.9925828998
771,ISR,Israel,ISRAEL,ASI,1,0,0,0,ISR,{A05FCA9B-C122-4FF5-A3CB-B1B9A04C721E},1.96909684419,11.9081483756
